"","MSDH_LINKED_ID_VALIDATOR","MSDH_INDIVIDUAL_SPECIES_CNT","MSTR_MACRO_SPECIES_ID"
"1","13-PATS-0.5_20180705_1_1",100,"hydropsyche_betteni"
"2","13-PATS-0.5_20180705_1_1",100,"hydroptila_sp."
"3","13-PATS-0.5_20180705_1_1",100,"stenelmis_crenata"
"4","13-PATS-0.5_20180705_1_1",100,"stenelmis_sp."
"5","13-PATS-0.5_20180705_1_1",100,"antocha_sp."
"6","13-PATS-0.5_20180705_1_1",100,"diamesa_sp."
"7","13-PATS-0.5_20180705_1_1",100,"cricotopus_trifascia_gr."
"8","13-PATS-0.5_20180705_1_1",100,"thienemannimyia_gr._spp."
"9","13-PATS-0.5_20180705_1_1",100,"rheocricotopus_robacki"
"10","13-PATS-0.5_20180705_1_1",100,"polypedilum_flavum"
"11","13-PATS-0.5_20180705_1_1",100,"cricotopus_sp."
"12","13-PATS-0.5_20180705_1_1",100,"tanytarsus_guerlus_gr."
"13","13-PATS-0.5_20180705_1_1",100,"undetermined_pisidiidae"
"14","13-PATS-0.5_20180705_1_1",100,"caecidotea_sp."
"15","13-PATS-0.5_20180705_1_1",100,"crangonyx_sp."
"16","13-PATS-0.5_20180705_1_1",100,"gammarus_sp."
"17","13-PATS-0.5_20180705_1_1",100,"undetermined_cambaridae"
"18","13-PATS-0.5_20180705_1_1",100,"prostoma_graecense"
"19","13-PATS-0.5_20180705_1_1",100,"undetermined_turbellaria"
"20","13-PATS-0.5_20180705_1_1",100,"undetermined_lumbricina"
"21","13-PATS-0.5_20180705_1_1",100,"undetermined_enchytraeidae"
"22","13-PATS-0.5_20180705_1_1",100,"undet._tubificidae_w/o_cap._setae"
"23","13-PATS-0.5_20180705_1_1",100,"nais_bretscheri"
"24","13-PATS-0.5_20180705_1_1",100,"nais_variabilis"
"25","13-PATS-0.5_20180705_1_2",100,"cheumatopsyche_sp."
"26","13-PATS-0.5_20180705_1_2",100,"hydropsyche_betteni"
"27","13-PATS-0.5_20180705_1_2",100,"hydroptila_sp."
"28","13-PATS-0.5_20180705_1_2",100,"stenelmis_sp."
"29","13-PATS-0.5_20180705_1_2",100,"antocha_sp."
"30","13-PATS-0.5_20180705_1_2",100,"tipula_sp."
"31","13-PATS-0.5_20180705_1_2",100,"undetermined_empididae"
"32","13-PATS-0.5_20180705_1_2",100,"diamesa_sp."
"33","13-PATS-0.5_20180705_1_2",100,"thienemannimyia_gr._spp."
"34","13-PATS-0.5_20180705_1_2",100,"rheocricotopus_robacki"
"35","13-PATS-0.5_20180705_1_2",100,"cricotopus_trifascia_gr."
"36","13-PATS-0.5_20180705_1_2",100,"cricotopus_sp."
"37","13-PATS-0.5_20180705_1_2",100,"cricotopus_bicinctus"
"38","13-PATS-0.5_20180705_1_2",100,"caecidotea_nr._racovitzai"
"39","13-PATS-0.5_20180705_1_2",100,"gammarus_sp."
"40","13-PATS-0.5_20180705_1_2",100,"undetermined_cambaridae"
"41","13-PATS-0.5_20180705_1_2",100,"prostoma_graecense"
"42","13-PATS-0.5_20180705_1_2",100,"undetermined_turbellaria"
"43","13-PATS-0.5_20180705_1_2",100,"undetermined_lumbricina"
"44","13-PATS-0.5_20180705_1_2",100,"undetermined_enchytraeidae"
"45","13-PATS-0.5_20180705_1_2",100,"undetermined_naididae"
"46","13-PATS-0.5_20180705_1_3",100,"hydropsyche_betteni"
"47","13-PATS-0.5_20180705_1_3",100,"undetermined_hydropsychidae"
"48","13-PATS-0.5_20180705_1_3",100,"hydroptila_sp."
"49","13-PATS-0.5_20180705_1_3",100,"antocha_sp."
"50","13-PATS-0.5_20180705_1_3",100,"cricotopus_trifascia_gr."
"51","13-PATS-0.5_20180705_1_3",100,"rheocricotopus_robacki"
"52","13-PATS-0.5_20180705_1_3",100,"nanocladius_sp."
"53","13-PATS-0.5_20180705_1_3",100,"cricotopus_sp."
"54","13-PATS-0.5_20180705_1_3",100,"eukiefferiella_claripennis_gr."
"55","13-PATS-0.5_20180705_1_3",100,"brillia_sp."
"56","13-PATS-0.5_20180705_1_3",100,"tanytarsus_glabrescens_gr."
"57","13-PATS-0.5_20180705_1_3",100,"cricotopus_bicinctus"
"58","13-PATS-0.5_20180705_1_3",100,"diamesa_sp."
"59","13-PATS-0.5_20180705_1_3",100,"caecidotea_racovitzai"
"60","13-PATS-0.5_20180705_1_3",100,"crangonyx_sp."
"61","13-PATS-0.5_20180705_1_3",100,"gammarus_sp."
"62","13-PATS-0.5_20180705_1_3",100,"prostoma_graecense"
"63","13-PATS-0.5_20180705_1_3",100,"undetermined_turbellaria"
"64","13-PATS-0.5_20180705_1_3",100,"undetermined_lumbricina"
"65","13-PATS-0.5_20180705_1_3",100,"undetermined_enchytraeidae"
"66","13-PATS-0.5_20180705_1_3",100,"undet._tubificidae_w/_cap._setae"
"67","13-PATS-0.5_20180705_1_3",100,"nais_bretscheri"
"68","13-PATS-0.5_20180705_1_4",100,"cheumatopsyche_sp."
"69","13-PATS-0.5_20180705_1_4",100,"hydropsyche_betteni"
"70","13-PATS-0.5_20180705_1_4",100,"undetermined_hydropsychidae"
"71","13-PATS-0.5_20180705_1_4",100,"antocha_sp."
"72","13-PATS-0.5_20180705_1_4",100,"undetermined_empididae"
"73","13-PATS-0.5_20180705_1_4",100,"cricotopus_sp."
"74","13-PATS-0.5_20180705_1_4",100,"cricotopus_trifascia_gr."
"75","13-PATS-0.5_20180705_1_4",100,"rheocricotopus_robacki"
"76","13-PATS-0.5_20180705_1_4",100,"paratrichocladius_sp."
"77","13-PATS-0.5_20180705_1_4",100,"tanytarsus_guerlus_gr."
"78","13-PATS-0.5_20180705_1_4",100,"pagastia_orthogonia"
"79","13-PATS-0.5_20180705_1_4",100,"polypedilum_flavum"
"80","13-PATS-0.5_20180705_1_4",100,"coelotanypus_sp."
"81","13-PATS-0.5_20180705_1_4",100,"diamesa_sp."
"82","13-PATS-0.5_20180705_1_4",100,"thienemannimyia_gr._spp."
"83","13-PATS-0.5_20180705_1_4",100,"caecidotea_racovitzai"
"84","13-PATS-0.5_20180705_1_4",100,"caecidotea_sp."
"85","13-PATS-0.5_20180705_1_4",100,"crangonyx_sp."
"86","13-PATS-0.5_20180705_1_4",100,"gammarus_sp."
"87","13-PATS-0.5_20180705_1_4",100,"undetermined_cambaridae"
"88","13-PATS-0.5_20180705_1_4",100,"undetermined_turbellaria"
"89","13-PATS-0.5_20180705_1_4",100,"undetermined_lumbricina"
"90","13-PATS-0.5_20180705_1_4",100,"undetermined_enchytraeidae"
"91","13-PATS-0.5_20180705_1_4",100,"nais_bretscheri"
"92","13-PATS-1.3_20180705_1_1",100,"hydropsyche_betteni"
"93","13-PATS-1.3_20180705_1_1",100,"undetermined_hydropsychidae"
"94","13-PATS-1.3_20180705_1_1",100,"stenelmis_crenata"
"95","13-PATS-1.3_20180705_1_1",100,"stenelmis_sp."
"96","13-PATS-1.3_20180705_1_1",100,"antocha_sp."
"97","13-PATS-1.3_20180705_1_1",100,"polypedilum_illinoense"
"98","13-PATS-1.3_20180705_1_1",100,"rheocricotopus_robacki"
"99","13-PATS-1.3_20180705_1_1",100,"paratanytarsus_sp."
"100","13-PATS-1.3_20180705_1_1",100,"diamesa_sp."
"101","13-PATS-1.3_20180705_1_1",100,"pagastia_orthogonia"
"102","13-PATS-1.3_20180705_1_1",100,"crangonyx_sp."
"103","13-PATS-1.3_20180705_1_1",100,"gammarus_sp."
"104","13-PATS-1.3_20180705_1_1",100,"undetermined_cambaridae"
"105","13-PATS-1.3_20180705_1_1",100,"dugesia_sp."
"106","13-PATS-1.3_20180705_1_1",100,"undetermined_turbellaria"
"107","13-PATS-1.3_20180705_1_1",100,"undetermined_lumbricina"
"108","13-PATS-1.3_20180705_1_1",100,"undetermined_enchytraeidae"
"109","13-PATS-1.3_20180705_1_1",100,"undet._tubificidae_w/_cap._setae"
"110","13-PATS-1.3_20180705_1_1",100,"undet._tubificidae_w/o_cap._setae"
"111","13-PATS-1.3_20180705_1_1",100,"nais_bretscheri"
"112","13-PATS-1.3_20180705_1_1",100,"nais_sp."
"113","13-PATS-1.3_20180705_1_2",100,"hydropsyche_betteni"
"114","13-PATS-1.3_20180705_1_2",100,"undetermined_hydropsychidae"
"115","13-PATS-1.3_20180705_1_2",100,"stenelmis_crenata"
"116","13-PATS-1.3_20180705_1_2",100,"stenelmis_sp."
"117","13-PATS-1.3_20180705_1_2",100,"antocha_sp."
"118","13-PATS-1.3_20180705_1_2",100,"brillia_sp."
"119","13-PATS-1.3_20180705_1_2",100,"diamesa_sp."
"120","13-PATS-1.3_20180705_1_2",100,"undetermined_pisidiidae"
"121","13-PATS-1.3_20180705_1_2",100,"caecidotea_sp."
"122","13-PATS-1.3_20180705_1_2",100,"crangonyx_sp."
"123","13-PATS-1.3_20180705_1_2",100,"gammarus_sp."
"124","13-PATS-1.3_20180705_1_2",100,"undetermined_cambaridae"
"125","13-PATS-1.3_20180705_1_2",100,"undetermined_turbellaria"
"126","13-PATS-1.3_20180705_1_2",100,"undetermined_lumbricina"
"127","13-PATS-1.3_20180705_1_2",100,"nais_bretscheri"
"128","13-PATS-1.3_20180705_1_2",100,"nais_sp."
"129","13-PATS-1.3_20180705_1_3",100,"hydropsyche_betteni"
"130","13-PATS-1.3_20180705_1_3",100,"diplectrona_sp."
"131","13-PATS-1.3_20180705_1_3",100,"undetermined_hydropsychidae"
"132","13-PATS-1.3_20180705_1_3",100,"stenelmis_crenata"
"133","13-PATS-1.3_20180705_1_3",100,"stenelmis_sp."
"134","13-PATS-1.3_20180705_1_3",100,"antocha_sp."
"135","13-PATS-1.3_20180705_1_3",100,"undetermined_ceratopogonidae"
"136","13-PATS-1.3_20180705_1_3",100,"procladius_sp."
"137","13-PATS-1.3_20180705_1_3",100,"thienemannimyia_gr._spp."
"138","13-PATS-1.3_20180705_1_3",100,"polypedilum_scalaenum_gr."
"139","13-PATS-1.3_20180705_1_3",100,"diamesa_sp."
"140","13-PATS-1.3_20180705_1_3",100,"boyeria_sp."
"141","13-PATS-1.3_20180705_1_3",100,"caecidotea_racovitzai"
"142","13-PATS-1.3_20180705_1_3",100,"caecidotea_sp."
"143","13-PATS-1.3_20180705_1_3",100,"gammarus_sp."
"144","13-PATS-1.3_20180705_1_3",100,"undetermined_cambaridae"
"145","13-PATS-1.3_20180705_1_3",100,"prostoma_graecense"
"146","13-PATS-1.3_20180705_1_3",100,"undetermined_turbellaria"
"147","13-PATS-1.3_20180705_1_3",100,"undetermined_lumbricina"
"148","13-PATS-1.3_20180705_1_3",100,"nais_bretscheri"
"149","13-PATS-1.3_20180705_1_3",100,"nais_sp."
"150","13-PATS-1.3_20180705_1_4",100,"hydropsyche_betteni"
"151","13-PATS-1.3_20180705_1_4",100,"undetermined_hydropsychidae"
"152","13-PATS-1.3_20180705_1_4",100,"stenelmis_crenata"
"153","13-PATS-1.3_20180705_1_4",100,"stenelmis_sp."
"154","13-PATS-1.3_20180705_1_4",100,"antocha_sp."
"155","13-PATS-1.3_20180705_1_4",100,"rheocricotopus_robacki"
"156","13-PATS-1.3_20180705_1_4",100,"thienemannimyia_gr._spp."
"157","13-PATS-1.3_20180705_1_4",100,"diamesa_sp."
"158","13-PATS-1.3_20180705_1_4",100,"caecidotea_sp."
"159","13-PATS-1.3_20180705_1_4",100,"crangonyx_sp."
"160","13-PATS-1.3_20180705_1_4",100,"gammarus_sp."
"161","13-PATS-1.3_20180705_1_4",100,"undetermined_cambaridae"
"162","13-PATS-1.3_20180705_1_4",100,"undetermined_nemertea"
"163","13-PATS-1.3_20180705_1_4",100,"undetermined_turbellaria"
"164","13-PATS-1.3_20180705_1_4",100,"undetermined_lumbricina"
"165","13-PATS-1.3_20180705_1_4",100,"undetermined_enchytraeidae"
"166","13-PATS-1.3_20180705_1_4",100,"undet._tubificidae_w/o_cap._setae"
"167","13-PATS-1.3_20180705_1_4",100,"nais_bretscheri"
"168","13-PATS-1.3_20180705_1_4",100,"nais_sp."
"169","13-PATS-1.8_20180705_1_1",100,"chimarra_aterrima?"
"170","13-PATS-1.8_20180705_1_1",100,"hydropsyche_betteni"
"171","13-PATS-1.8_20180705_1_1",100,"hydroptila_sp."
"172","13-PATS-1.8_20180705_1_1",100,"ceratopsyche_sparna"
"173","13-PATS-1.8_20180705_1_1",100,"stenelmis_sp."
"174","13-PATS-1.8_20180705_1_1",100,"antocha_sp."
"175","13-PATS-1.8_20180705_1_1",100,"hemerodromia_sp."
"176","13-PATS-1.8_20180705_1_1",100,"cricotopus_bicinctus"
"177","13-PATS-1.8_20180705_1_1",100,"paratanytarsus_sp."
"178","13-PATS-1.8_20180705_1_1",100,"cricotopus_sp."
"179","13-PATS-1.8_20180705_1_1",100,"thienemannimyia_gr._spp."
"180","13-PATS-1.8_20180705_1_1",100,"rheocricotopus_robacki"
"181","13-PATS-1.8_20180705_1_1",100,"paraphaenocladius_sp."
"182","13-PATS-1.8_20180705_1_1",100,"tanytarsus_sp."
"183","13-PATS-1.8_20180705_1_1",100,"cardiocladius_obscurus"
"184","13-PATS-1.8_20180705_1_1",100,"cricotopus_trifascia_gr."
"185","13-PATS-1.8_20180705_1_1",100,"rheocricotopus_robacki"
"186","13-PATS-1.8_20180705_1_1",100,"limnophyes_sp."
"187","13-PATS-1.8_20180705_1_1",100,"diamesa_sp."
"188","13-PATS-1.8_20180705_1_1",100,"gammarus_fasciatus"
"189","13-PATS-1.8_20180705_1_1",100,"caecidotea_sp."
"190","13-PATS-1.8_20180705_1_1",100,"orconectes_sp."
"191","13-PATS-1.8_20180705_1_1",100,"undetermined_enchytraeidae"
"192","13-PATS-1.8_20180705_1_1",100,"undetermined_naididae"
"193","13-PATS-1.8_20180705_1_2",100,"hydropsyche_betteni"
"194","13-PATS-1.8_20180705_1_2",100,"ceratopsyche_sparna"
"195","13-PATS-1.8_20180705_1_2",100,"antocha_sp."
"196","13-PATS-1.8_20180705_1_2",100,"cricotopus_sp."
"197","13-PATS-1.8_20180705_1_2",100,"cricotopus_bicinctus"
"198","13-PATS-1.8_20180705_1_2",100,"tanytarsus_glabrescens_gr."
"199","13-PATS-1.8_20180705_1_2",100,"cricotopus_trifascia_gr."
"200","13-PATS-1.8_20180705_1_2",100,"cardiocladius_obscurus"
"201","13-PATS-1.8_20180705_1_2",100,"cryptochironomus_sp."
"202","13-PATS-1.8_20180705_1_2",100,"diamesa_sp."
"203","13-PATS-1.8_20180705_1_2",100,"rheocricotopus_robacki"
"204","13-PATS-1.8_20180705_1_2",100,"thienemannimyia_gr._spp."
"205","13-PATS-1.8_20180705_1_2",100,"caecidotea_communis"
"206","13-PATS-1.8_20180705_1_2",100,"gammarus_sp."
"207","13-PATS-1.8_20180705_1_2",100,"undetermined_enchytraeidae"
"208","13-PATS-1.8_20180705_1_2",100,"undetermined_naididae"
"209","13-PATS-1.8_20180705_1_3",100,"hydropsyche_betteni"
"210","13-PATS-1.8_20180705_1_3",100,"hydropsyche_sp."
"211","13-PATS-1.8_20180705_1_3",100,"hydroptila_sp."
"212","13-PATS-1.8_20180705_1_3",100,"stenelmis_sp."
"213","13-PATS-1.8_20180705_1_3",100,"antocha_sp."
"214","13-PATS-1.8_20180705_1_3",100,"cricotopus_bicinctus"
"215","13-PATS-1.8_20180705_1_3",100,"eukiefferiella_brehmi_gr."
"216","13-PATS-1.8_20180705_1_3",100,"rheocricotopus_robacki"
"217","13-PATS-1.8_20180705_1_3",100,"cricotopus_sp."
"218","13-PATS-1.8_20180705_1_3",100,"polypedilum_illinoense"
"219","13-PATS-1.8_20180705_1_3",100,"thienemannimyia_gr._spp."
"220","13-PATS-1.8_20180705_1_3",100,"diamesa_sp."
"221","13-PATS-1.8_20180705_1_3",100,"cardiocladius_obscurus"
"222","13-PATS-1.8_20180705_1_3",100,"tanytarsus_glabrescens_gr."
"223","13-PATS-1.8_20180705_1_3",100,"caecidotea_racovitzai"
"224","13-PATS-1.8_20180705_1_3",100,"gammarus_fasciatus"
"225","13-PATS-1.8_20180705_1_3",100,"prostoma_graecense"
"226","13-PATS-1.8_20180705_1_3",100,"undetermined_lumbricina"
"227","13-PATS-1.8_20180705_1_3",100,"nais_sp."
"228","13-PATS-1.8_20180705_1_3",100,"undetermined_enchytraeidae"
"229","13-PATS-1.8_20180705_1_3",100,"undetermined_naididae"
"230","13-PATS-1.8_20180705_1_4",100,"hydropsyche_betteni"
"231","13-PATS-1.8_20180705_1_4",100,"hydropsyche_scalaris"
"232","13-PATS-1.8_20180705_1_4",100,"hydroptila_sp."
"233","13-PATS-1.8_20180705_1_4",100,"antocha_sp."
"234","13-PATS-1.8_20180705_1_4",100,"cricotopus_trifascia_gr."
"235","13-PATS-1.8_20180705_1_4",100,"cricotopus_sp."
"236","13-PATS-1.8_20180705_1_4",100,"polypedilum_scalaenum_gr."
"237","13-PATS-1.8_20180705_1_4",100,"cricotopus_bicinctus"
"238","13-PATS-1.8_20180705_1_4",100,"rheocricotopus_robacki"
"239","13-PATS-1.8_20180705_1_4",100,"thienemannimyia_gr._spp."
"240","13-PATS-1.8_20180705_1_4",100,"diamesa_sp."
"241","13-PATS-1.8_20180705_1_4",100,"gammarus_fasciatus"
"242","13-PATS-1.8_20180705_1_4",100,"dugesia_tigrina"
"243","13-PATS-1.8_20180705_1_4",100,"undetermined_lumbricina"
"244","13-PATS-1.8_20180705_1_4",100,"undetermined_naididae"
